-25.000000, 25.000000
-15.000000, 25.000000
-5.000000, 25.000000
5.000000, 25.000000
15.000000, 25.000000
25.000000, 25.000000
25.000000, 15.000000
25.000000, 5.000000
25.000000, -5.000000
25.000000, -15.000000
25.000000, -25.000000
15.000000, -25.000000
5.000000, -25.000000
-5.000000, -25.000000
-15.000000, -25.000000
-25.000000, -25.000000
-25.000000, -15.000000
-25.000000, -5.000000
-25.000000, 5.000000
-25.000000, 15.000000
-15.000000, 15.000000
-5.000000, 15.000000
5.000000, 15.000000
15.000000, 15.000000
15.000000, 5.000000
15.000000, -5.000000
15.000000, -15.000000
5.000000, -15.000000
-5.000000, -15.000000
-15.000000, -15.000000
-15.000000, -5.000000
-15.000000, 5.000000
-5.000000, 5.000000
5.000000, 5.000000
5.000000, -5.000000
-5.000000, -5.000000
